id,url,text,word_count,character_count,posted_date,posted_ago,likes,comments,shares,engagement_rate,hashtags,mentions,has_image,opening_style,tone,has_cta,performance
7457755395001040896,https://www.linkedin.com/feed/update/urn:li:share:7457755391980908544,"I'm looking for someone to quit their 9-5 and travel the world to make videos with me.

No, not as a...",253,1451,2026-05-06T11:37:24.563Z,1mo,65,23,1,114,#hiring|#videographer|#foundersoffice,,True,statement,neutral,True,medium
7452319772031025152,https://www.linkedin.com/feed/update/urn:li:share:7452319770890252288,"A mechanical engineer with no MBA just became CEO of the world's most valuable company.

Here's what...",359,2098,2026-04-21T11:38:11.058Z,1mo,978,41,48,1204,#apple|#ceo|#leadership,,True,hook,neutral,True,viral
7440014532045012992,https://www.linkedin.com/feed/update/urn:li:share:7440014529087913984,The reason you don't have a successful business idea yet - is because you're looking for the “perfec...,258,1457,2026-03-18T12:41:33.225Z,2mo,48,8,0,64,#entrepreneurship|#founders|#business,Brian Chesky,True,statement,neutral,False,low
7447609047882600448,https://www.linkedin.com/feed/update/urn:li:share:7447609045072490496,"This Claude Code system evaluated 700+ jobs, created 100 CVs, and landed this developer a Head of Ap...",199,1213,2026-04-08T11:39:26.900Z,1mo,30,26,0,82,#claude|#ai|#jobs|#career,Santiago Fernández de Valderrama Aparicio,True,hook,neutral,True,low
7435286610444963840,https://www.linkedin.com/feed/update/urn:li:share:7435286609471881217,"I tested 500+ AI tools - but these 5 help us save 200+ hours every month at our agency:

1. Differen...",312,1795,2026-03-05T11:34:28.875Z,3mo,23,0,2,29,#ai|#startups|#founders,,True,statement,neutral,False,low
7429488775367487488,https://www.linkedin.com/feed/update/urn:li:share:7429488772410658816,"Every ""AI automation expert"" I've met online is broke.
And I almost became one of them.

I spent ₹6 ...",346,2064,2026-02-17T11:35:57.274Z,3mo,84,16,4,128,#ai|#automation|#business,,True,statement,neutral,False,medium
7431663798559703040,https://www.linkedin.com/feed/update/urn:li:share:7431663797519667200,"India just embarrassed itself in front of Sam Altman, Dario Amodei, Sundar Pichai, and Macron.

Not ...",302,1771,2026-02-23T11:38:43.213Z,3mo,81,26,1,136,#ai|#summit|#india,,True,statement,neutral,False,medium
7439273075801747456,https://www.linkedin.com/feed/update/urn:li:share:7439273072525799424,"A $6.6 billion AI company's CEO just revealed how to make $10,000/month.
And you don't even need to ...",299,1857,2026-03-16T11:35:16.281Z,2mo,109,18,6,163,#ai|#startups|#founders,Mati Staniszewski,True,question,neutral,True,medium
7437201495479013376,https://www.linkedin.com/feed/update/urn:li:share:7437116947491758081,"We are Hiring at NB Media!

As we continue to grow and expand our content ecosystem, we are looking ...",108,701,2026-03-10T18:23:33.044Z,2mo,43,3,2,55,#Hiring|#JoinOurTeam|#NBMedia|#ContentJobs|#MediaJobs|#SocialMediaJobs|#ContentResearch|#MediaOperations,,True,statement,neutral,True,low
7459929552337911809,https://www.linkedin.com/feed/update/urn:li:share:7459929551205474304,"We built an AI tool to do our thumbnail artist’s job.

Except… we didn’t replace her. We made her 2x...",214,1262,2026-05-12T11:36:44.066Z,3w,15,0,0,15,#ai|#tools|#content|#systems,,True,statement,neutral,False,low
7447246469000028161,https://www.linkedin.com/feed/update/urn:li:share:7447246466244321280,"Only 10% of my team wants to be a manager. And I think that's a good thing.

We sent a form to our e...",208,1227,2026-04-07T11:38:41.358Z,2mo,28,5,0,38,#management|#growth|#leadership,,True,statement,neutral,False,low
7425864266387333121,https://www.linkedin.com/feed/update/urn:li:share:7425864265422741504,"70% of your projects should fail.

If they don't, you're playing it too safe.

I've had 7 business i...",230,1313,2026-02-07T11:33:26.993Z,4mo,50,9,0,68,#founders|#startups|#failure,,True,statement,neutral,False,medium
7433111723336937472,https://www.linkedin.com/feed/update/urn:li:share:7433111722103595008,"If you want to be an entrepreneur, reject every corporate job offer you get.

No matter how good it ...",341,2002,2026-02-27T11:32:15.381Z,3mo,51,7,1,68,#entrepreneurship|#career|#corporate,,True,statement,neutral,False,medium
7456307033261121536,https://www.linkedin.com/feed/update/urn:li:share:7456307032296689664,"We built an AI tool that cuts video review time from 6 hours to 20 minutes.

Before this, my team wa...",220,1309,2026-05-02T11:42:08.215Z,1mo,28,2,0,32,#ai|#tool|#founders,,True,statement,neutral,False,low
7446883247827025921,https://www.linkedin.com/feed/update/urn:li:share:7446883246501588992,"Tanmay Bhat built a team with a 100% retention rate.

Which is rare because in the creator economy, ...",253,1464,2026-04-06T11:35:22.682Z,2mo,92,6,1,107,#employees|#team|#founders|#retention,Tanmay Bhat,True,statement,neutral,False,medium
7434199677572669440,https://www.linkedin.com/feed/update/urn:li:share:7434199674569285633,"Anthropic just launched 13 free AI courses - with certificates. And you can do it for $0.

They cove...",213,1239,2026-03-02T11:35:23.884Z,3mo,19,4,2,33,#claude|#ai|#giveaway,,True,statement,educational,True,low
7448695170474090496,https://www.linkedin.com/feed/update/urn:li:share:7448695167605432320,"This YouTuber made $320,000 in a single month and his viewers have never seen his face.

His name is...",268,1652,2026-04-11T11:35:18.705Z,1mo,74,8,1,93,#youtube|#creator|#strategy,Jake Tran,True,hook,neutral,True,medium
7438186548191272960,https://www.linkedin.com/feed/update/urn:li:share:7438186545217523713,"The startup culture I built almost destroyed my company.

For the first few years, I hired people li...",295,1735,2026-03-13T11:37:47.912Z,2mo,34,3,0,40,#entrepreneurship|#leadership|#company|#growth,,True,hook,neutral,False,low
7427676026367012864,https://www.linkedin.com/feed/update/urn:li:share:7427676025225916416,"Claude just put 4 of our team members out of a job.

Last week, I was ready to post some job listing...",299,1872,2026-02-12T11:32:44.233Z,3mo,22,2,0,26,#AI|#claude|#startups,,True,statement,analytical,True,low
7462466413354713088,https://www.linkedin.com/feed/update/urn:li:share:7462466412016521216,"One of my writers walked up to me and said, ""Nikit Sir, I can’t do this anymore.”

I didn't see that...",251,1410,2026-05-19T11:37:18.865Z,2w,71,4,0,79,#ai|#tool|#research|#content,,True,hook,neutral,False,medium
7455580260495962112,https://www.linkedin.com/feed/update/urn:li:share:7455580257295802368,"This IIT student turned down $525,000 and a Stanford PhD to build his own startup in his dorm room. ...",344,1933,2026-04-30T11:34:12.085Z,1mo,116,9,4,146,#ai|#startups|#founders|#innovation,Varun Vummadi|Esha Dinne|Jared Friedman,True,hook,neutral,True,medium
7451230553158139905,https://www.linkedin.com/feed/update/urn:li:share:7451220970012327936,This Harvard dropout reached a $1.5B unicorn valuation in under 2 years - without pitching a single ...,341,2087,2026-04-18T11:30:01.042Z,1mo,61,5,1,74,#ai|#startups|#founders,Jesse Zhang,True,hook,neutral,False,medium
7442897571301408768,https://www.linkedin.com/feed/update/urn:li:share:7442897568293953536,I traded 3 years of my 20s for an 8-figure business. I'd make that trade again. But not the way I di...,296,1685,2026-03-26T11:37:43.348Z,2mo,22,2,0,26,#entreprneurship|#founders|#growth,,True,statement,motivational,False,low
7455218171797606400,https://www.linkedin.com/feed/update/urn:li:share:7455218169981390849,"AI companies are making you dependent on their tools on purpose. 
And when they 10x the price, you w...",221,1284,2026-04-29T11:35:23.412Z,1mo,145,20,7,206,#ai|#tools|#pricing,,True,statement,neutral,True,medium
7457475596076597248,https://www.linkedin.com/feed/update/urn:li:share:7457405214111834112,"We are hiring NB Media

At NB Media, we are looking for a Social Media Lead (Content & Short-Form Vi...",108,695,2026-05-05T17:05:35.301Z,1mo,39,6,2,57,#Hiring|#SocialMediaJobs|#ContentCreation|#Reels|#DigitalMarketing|#NBMedia|#ShortFormContent,,True,statement,neutral,False,low
7463190427182141440,https://www.linkedin.com/feed/update/urn:li:share:7463190425902804993,"We built a system that tells every editor exactly how much bonus they’ve earned - in real time.

And...",235,1463,2026-05-21T11:34:17.213Z,2w,22,2,0,26,#bonus|#automation|#editors|#performance,,True,question,neutral,True,low
7446158078615482368,https://www.linkedin.com/feed/update/urn:li:share:7446158075562180608,"My parents sold their car and jewellery to pay my college fees.
4 years later, I handed my dad the k...",255,1370,2026-04-04T11:33:48.869Z,2mo,89,10,1,112,#parents|#success|#growth,,True,statement,neutral,False,medium
7441811230274592768,https://www.linkedin.com/feed/update/urn:li:share:7441811227053469696,"An Amazon engineer let AI write 95% of her code and got promoted twice for it.

If you're a working ...",205,1204,2026-03-23T11:40:59.464Z,2mo,39,6,0,51,#ai|#jobs|#career|#promotions,,True,statement,neutral,True,low
7450147244453892097,https://www.linkedin.com/feed/update/urn:li:ugcPost:7450147243418116097,"I blew ₹20 lakhs in 3 days on a team retreat, and I'd do it again.

Last month, 45 of us got togethe...",259,1465,2026-04-15T11:45:20.120Z,1mo,59,6,1,74,#team|#culture|#retreat,Ronit Ranjan,True,statement,neutral,True,medium
7443622388476325888,https://www.linkedin.com/feed/update/urn:li:share:7443622385356034048,"One man. Two products. No team or funding.

Tibo Louis-Lucas built TweetHunter and Taplio - tools th...",310,1770,2026-03-28T11:37:53.229Z,2mo,89,6,3,110,#startups|#founders|#ai,Tibo Louis-Lucas,True,statement,neutral,True,medium
7453043624054960128,https://www.linkedin.com/feed/update/urn:li:share:7453043622729601024,"After 5 years of running NB Media, I realised I'm a terrible manager.

And honestly, it was the best...",247,1354,2026-04-23T11:34:30.829Z,1mo,29,3,0,35,#entrepreneurship|#management|#leader,Ronit Ranjan,True,statement,neutral,False,low
7428401566975590400,https://www.linkedin.com/feed/update/urn:li:share:7428401564043706369,"Nobody talks about how intimidating going to networking events is, especially alone.

I just took a ...",271,1538,2026-02-14T11:35:46.594Z,3mo,37,4,0,45,#networking|#entrepreneurship,,True,question,neutral,True,low
7467554826688720897,https://www.linkedin.com/feed/update/urn:li:share:7467554825572884481,"We stopped paying ₹2,40,000/year on external tools and built our own instead.

Because we realised m...",236,1424,2026-06-02T12:36:51.142Z,5d,83,4,0,91,#AI|#tools|#founders|#agency,,True,statement,neutral,True,medium
7436735901789007873,https://www.linkedin.com/feed/update/urn:li:share:7436735900803346432,"I failed 7 times before NB Media. And each one taught me exactly what I needed to build it.

My firs...",359,2120,2026-03-09T11:33:26.858Z,2mo,45,14,0,73,#entrepreneurship|#lessons|#founders,,True,question,neutral,False,low
7450509216252866560,https://www.linkedin.com/feed/update/urn:li:share:7450509215267463170,"AI automation experts are selling workflows worth ₹20 lakh for ₹20,000.

The market is hot. Companie...",209,1190,2026-04-16T11:43:40.922Z,1mo,141,20,2,187,#ai|#founders|#startups|#workflows,,True,statement,neutral,False,medium
7426952850284421120,https://www.linkedin.com/feed/update/urn:li:share:7426952849030397952,"My parents sold their house, car, and jewellery to pay my college fees.

And it shaped how I saw mon...",299,1713,2026-02-10T11:39:05.619Z,3mo,44,8,0,60,#parents|#entrepreneurship|#growth,,True,statement,neutral,True,low
7433475594731868160,https://www.linkedin.com/feed/update/urn:li:share:7433475593779884033,"We’re going to stop Diwali bonuses this year, because they aren’t improving our team’s output.

We u...",166,986,2026-02-28T11:38:09.082Z,3mo,49,1,0,51,#bonus|#culture|#team,,True,hook,neutral,True,low
7457392152143351810,https://www.linkedin.com/feed/update/urn:li:share:7457392150696321024,"We ditched every subtitle tool in the market - even the ones that hit 85% accuracy.

That sounds lik...",248,1497,2026-05-05T11:34:00.717Z,1mo,13,2,0,17,#ai|#tool|#systems|#founders,,True,statement,neutral,False,low
7463552771930116097,https://www.linkedin.com/feed/update/urn:li:share:7463552770617491456,"This founder raised $21 million, had to shut down his own company overnight, and rebuilt from scratc...",390,2251,2026-05-22T11:34:06.933Z,2w,188,4,1,199,#AI|#founders|#startups,Tanay Kothari,True,hook,neutral,False,medium
7453785149823160320,https://www.linkedin.com/feed/update/urn:li:share:7453785148573110272,"Aarohi & Avni started posting 2 months ago, and they already have 700K+ followers. But they don’t ev...",249,1459,2026-04-25T12:41:04.349Z,1mo,151,5,4,173,#ai|#influencer|#content,,True,statement,neutral,True,medium
7424416180666310656,https://www.linkedin.com/feed/update/urn:li:share:7424416177914798080,"Building a video editing agency made me miserable.

Not because it was failing. NB Media scaled to 9...",265,1541,2026-02-03T11:39:16.453Z,4mo,45,7,0,59,#entrepreneurship|#founders|#ceo,,True,statement,neutral,False,low
7425527809575436288,https://www.linkedin.com/feed/update/urn:li:share:7425527808380243968,"OpusClip (the AI video clipping tool) went from 0 to $215 Million in 2.5 years.

Young Z. (the CEO) ...",305,1769,2026-02-06T13:16:29.438Z,4mo,48,4,2,62,#ai|#startups|#founders,Young Z.,True,statement,neutral,True,low
7424052455220379648,https://www.linkedin.com/feed/update/urn:li:share:7424052452208889856,"Peter Thiel built PayPal into a monopoly using this simple 3-step framework.
And it’s more relevant ...",247,1515,2026-02-02T11:33:57.549Z,4mo,29,10,0,49,#ai|#startups|#founders,,True,hook,neutral,False,low
7389626640622043136,https://www.linkedin.com/feed/update/urn:li:share:7389626639296532481,"When I was 20, I couldn't afford a single flight ticket.
Now, I get to impulsively fly to Europe whe...",223,1301,2025-10-30T11:38:03.748Z,7mo,370,38,2,452,#growth|#journey|#entrepreneurship,,True,question,motivational,False,high
7386726910648631296,https://www.linkedin.com/feed/update/urn:li:share:7386726909155381248,"I don’t think I’d be an entrepreneur if it weren’t for my dad.

He didn't teach me business. He didn...",243,1347,2025-10-22T11:35:34.248Z,7mo,27,1,0,29,#lessons|#entrepreneurship|#business,,True,statement,educational,False,low
7383464640888086528,https://www.linkedin.com/feed/update/urn:li:share:7383464637767282689,"A good founder knows when to kill his idea - before the market does.

And most first-time entreprene...",186,1056,2025-10-13T11:32:28.527Z,7mo,135,23,1,184,#startups|#founders|#entrepreneurship,,True,question,neutral,False,medium
7384195902862770176,https://www.linkedin.com/feed/update/urn:li:share:7384195901503864832,"Billion-dollar companies are destroying their reputations because of AI.

In the race to automate ev...",266,1665,2025-10-15T11:58:14.968Z,7mo,40,8,0,56,#ai|#deloitte|#misuse|#companies,,True,statement,neutral,False,low
7388914690828959744,https://www.linkedin.com/feed/update/urn:li:share:7388914689365323777,"This AI tool runs 80% of my business - so I can travel, think, and live my life.

It doesn’t replace...",290,1692,2025-10-28T12:29:01.690Z,7mo,53,16,0,85,#ai|#automation|#entrepreneurship|#founders,,True,hook,neutral,True,medium
7382377417044115456,https://www.linkedin.com/feed/update/urn:li:share:7382377415735537665,"I earned my first money when I was 13 - selling CCTV cameras for my dad’s shop in Bathinda.

He gave...",364,2040,2025-10-10T11:32:14.163Z,7mo,38,5,0,48,#entrepreneurship|#earnings|#success|#growth,,True,question,motivational,False,low
7394698427936280576,https://www.linkedin.com/feed/update/urn:li:share:7394698424773685248,"PewdiePie just spent $20,000 building a home AI lab that runs completely offline.
And he's not even ...",277,1623,2025-11-13T11:31:32.073Z,6mo,52,3,1,61,#ai|#creators|#innovation,,True,statement,neutral,False,medium
7380203971795226625,https://www.linkedin.com/feed/update/urn:li:share:7380203968515350528,"I’m paying you ₹5000 every time I'm inconsistent with my content.

Let me tell you why.

I run an 8-...",308,1778,2025-10-04T11:35:44.435Z,8mo,78,24,1,129,#challenge|#entrepreneurship|#instagram|#content,,True,statement,neutral,True,medium
7399773579812257792,https://www.linkedin.com/feed/update/urn:li:share:7399773578696622080,"We’re making virality predictable by building our own AI tool for trend & competitor research.

Most...",225,1354,2025-11-27T11:38:22.572Z,6mo,29,3,0,35,#ai|#tools|#agency|#founders,,True,statement,analytical,False,low
7392528444057726976,https://www.linkedin.com/feed/update/urn:li:share:7392528440823808001,"Cadbury's parent company just put $40 million into AI to cut marketing production costs by half.

Th...",332,2044,2025-11-07T11:48:47.600Z,7mo,72,3,1,81,#ai|#cadbury|#marketing|#content,,True,statement,neutral,False,medium
7391439684586950657,https://www.linkedin.com/feed/update/urn:li:ugcPost:7391439683450286080,"2020: Working out of a spare bedroom, no team, no plan - just big dreams.
2025: 100+ team members, 1...",107,635,2025-11-04T11:42:27.114Z,7mo,1904,100,6,2122,#growth|#entrepreneurship|#success,,False,statement,motivational,True,viral
7396511217932021760,https://www.linkedin.com/feed/update/urn:li:share:7396511214727671808,"I don’t think you can be a good founder without being a little extreme.

I’ve tried balance.

Weeken...",187,1101,2025-11-18T11:34:54.888Z,6mo,38,0,0,38,#entrepreneurship|#success|#founder|#growth,,True,introduction,motivational,True,low
7390355380796739584,https://www.linkedin.com/feed/update/urn:li:share:7390355377642622976,I invested ₹6 lakhs to automate tasks within our agency and realised most AI automation businesses w...,273,1651,2025-11-01T11:53:48.945Z,7mo,183,25,2,239,#ai|#automations|#agency,,True,hook,analytical,True,medium
7420432928452820992,https://www.linkedin.com/feed/update/urn:li:share:7420432926032474112,"I'm hiring for the highest paid position in my company, at 15 LPA.

And honestly, I should have done...",256,1498,2026-01-23T11:51:15.120Z,4mo,72,21,1,117,#hiring|#operations|#culture,,True,statement,motivational,True,medium
7381297901169258496,https://www.linkedin.com/feed/update/urn:li:share:7381297897960734720,"OpenAI just launched an App Store inside ChatGPT, and it's an opportunity to make generational wealt...",178,984,2025-10-07T12:02:37.522Z,8mo,561,44,31,742,#openai|#appstore|#ai|#innovation,,True,statement,neutral,False,viral
7420065426858106881,https://www.linkedin.com/feed/update/urn:li:share:7420065423896834049,"You can start a solo AI business in 2026 - without knowing a single line of code.

Most people think...",346,2035,2026-01-22T11:30:55.912Z,4mo,66,12,4,102,#ai|#founders|#startups,,True,statement,neutral,False,medium
7403035485092106241,https://www.linkedin.com/feed/update/urn:li:share:7403035483926093825,"Someone asked me this question recently, and I was surprised how quickly I made the decision.

I rea...",158,944,2025-12-06T11:40:01.394Z,6mo,51,18,2,93,#employees|#leadership|#founders,,True,question,neutral,True,medium
7400498205374713857,https://www.linkedin.com/feed/update/urn:li:share:7400498202593976321,"I said yes to 7 different projects - and ended up failing at most of them.

In the last few months, ...",274,1574,2025-11-29T11:37:46.769Z,6mo,46,11,0,68,#founder|#entrepreneurship|#growth|#learnings,,True,hook,neutral,False,low
7419428774892675072,https://www.linkedin.com/feed/update/urn:li:share:7419241728664162304,"We’re Hiring | Head Content Manager at NB Media

NB Media Productions is growing, and we are looking...",116,781,2026-01-20T17:21:06.255Z,4mo,23,7,4,49,#WeAreHiring|#HeadContentManager|#MediaJobs|#LeadershipHiring|#ContentLeadership|#NBMediaProductions,,True,statement,neutral,False,low
7414268482810216448,https://www.linkedin.com/feed/update/urn:li:share:7414268481505947650,"In 2023, Dunzo's co-founder had to leave the company as it crumbled around him.

Huge losses. Mass l...",313,1921,2026-01-06T11:35:56.749Z,5mo,330,25,3,389,#founders|#startups|#ai,Mukund Jha,True,introduction,neutral,False,high
7385277213106929664,https://www.linkedin.com/feed/update/urn:li:share:7385277211269996544,"OpenAI's AI Academy is now FREE - with 83 courses.

It covers everything from prompt engineering to ...",178,1124,2025-10-18T11:34:59.420Z,7mo,29,13,0,55,#ai|#courses|#openai|#skills,,True,statement,educational,True,low
7399047636873293824,https://www.linkedin.com/feed/update/urn:li:share:7399047635480862720,"I'm paying ₹4L/month to an Instagram agency.
And honestly, it's the smartest investment I'm making t...",240,1384,2025-11-25T11:33:44.288Z,6mo,336,76,4,500,#systems|#startups|#founders,,True,statement,neutral,True,high
7387456825652109312,https://www.linkedin.com/feed/update/urn:li:share:7387456822313463808,"MrBeast calls it ""scary times"" for creators. And honestly… he might be right.
But not for the reason...",294,1733,2025-10-24T11:55:59.546Z,7mo,39,4,0,47,#ai|#mrbeast|#creators,,True,statement,neutral,False,low
7422608535663919104,https://www.linkedin.com/feed/update/urn:li:share:7422608534632194048,"We created a ChatGPT system that allows anyone on our team to think like a COO.

I used it to:

-Bre...",166,935,2026-01-29T11:56:20.300Z,4mo,38,17,0,72,#coo|#ai|#prompt,,True,statement,neutral,True,low
7408832761538486272,https://www.linkedin.com/feed/update/urn:li:share:7408832760057982976,"This tiny AI startup just beat Google's Gemini at half the cost.

It's called Poetiq. 

And their mo...",243,1472,2025-12-22T11:36:19.807Z,5mo,93,8,1,112,#ai|#startups|#founders,,True,hook,neutral,False,medium
7407381778522476545,https://www.linkedin.com/feed/update/urn:li:share:7407381776542752768,"We invested ₹6 Lakh and built our own AI that's better than ChatGPT.

It's specifically for YouTube ...",229,1360,2025-12-18T11:30:38.498Z,5mo,40,8,0,56,#ai|#tools|#founders|#youtube,,True,statement,neutral,False,low
7404122114129371136,https://www.linkedin.com/feed/update/urn:li:share:7404122112740843521,"Google is giving $2M to at least 10 Indian AI startups - with zero traction required.

You can get t...",239,1356,2025-12-09T11:37:53.945Z,5mo,217,16,15,294,#startups|#founders|#ai|#google,,True,statement,neutral,False,high
7418253950447136768,https://www.linkedin.com/feed/update/urn:li:ugcPost:7418253949574770690,"I finally took my dream Europe trip last year - but it almost cost me my business.

Six years ago, I...",255,1551,2026-01-17T11:32:46.280Z,4mo,130,14,0,158,#dreamtrip|#europe|#entrepreneurship,,True,hook,neutral,False,medium
7406295747345756160,https://www.linkedin.com/feed/update/urn:li:share:7406295745915498497,"I joined my friend's startup as a co-founder and quit in the next 30 days.

Here's why walking away ...",297,1663,2025-12-15T11:35:08.488Z,5mo,98,16,0,130,#startups|#cofounders|#entrepreneurship,,True,introduction,neutral,True,medium
7413180034678493184,https://www.linkedin.com/feed/update/urn:li:share:7412039257621594112,"Raj Shamani built 10M+ followers using a simple 3-part content framework.

Here's the ECG system you...",212,1317,2026-01-03T11:30:50.492Z,5mo,92,10,4,124,#creator|#framework|#content,Raj Shamani,True,statement,neutral,True,medium
7417169831252144128,https://www.linkedin.com/feed/update/urn:li:share:7417169828274384896,"I'm tired of setting goals.

Everyone's posting their revenue targets, client numbers, growth plans....",266,1510,2026-01-14T11:44:52.122Z,4mo,47,18,1,86,#goals|#growth|#entrepreneurship,,True,statement,motivational,False,low
7389209582784479232,https://www.linkedin.com/feed/update/urn:li:share:7388827247836631040,"We are Hiring! Senior Social Media Manager – NB Media 🎥

NB Media is looking for a Senior Social Med...",156,1008,2025-10-29T08:00:49.411Z,7mo,18,0,2,24,#Hiring|#SocialMediaManager|#NBMedia|#JobOpening|#ContentCreation|#InfluencerMarketing|#NowHiring|#MediaJobs,,True,statement,neutral,True,low
7417529812338106368,https://www.linkedin.com/feed/update/urn:li:share:7417529809330900992,"I invested ₹8 lakhs in AI in 2025. And it’s been my best investment last year.

We were bleeding ₹15...",232,1403,2026-01-15T11:35:18.301Z,4mo,35,4,0,43,#ai|#investment|#founders|#startups,,True,hook,neutral,False,low
7421887463637479424,https://www.linkedin.com/feed/update/urn:li:share:7421887460600786944,"Meta just offered $2 billion for a Chinese AI tool that everyone called 'just a wrapper.’

It's call...",293,1759,2026-01-27T12:11:03.332Z,4mo,183,4,5,206,#meta|#ai|#startups|#founders,,True,statement,analytical,False,medium
7419715124631912448,https://www.linkedin.com/feed/update/urn:li:share:7419715123663097856,"We built an AI tool that cuts video review time from 6 hours to 20 minutes.

Before this, my team wa...",224,1344,2026-01-21T12:18:57.353Z,4mo,37,3,1,46,#ai|#founders|#tools,,True,statement,neutral,True,low
7402310340320874496,https://www.linkedin.com/feed/update/urn:li:share:7402310337242370048,"The world's largest bank is running on 450 AI tools that 300,000 employees use daily.

J.P. Morgan m...",268,1703,2025-12-04T11:38:33.408Z,6mo,90,7,5,119,#jpmorgan|#ai|#team|#founders,,True,statement,analytical,True,medium
7414992346733436928,https://www.linkedin.com/feed/update/urn:li:share:7414992343755317249,"These four AI business ideas have killed over 200 startups.

In startup language, these are “tarpit ...",279,1785,2026-01-08T11:32:19.357Z,4mo,45,15,1,78,#ai|#tarpit|#business|#founders,,True,statement,neutral,False,low
7410282244004769792,https://www.linkedin.com/feed/update/urn:li:share:7410282242440331264,"I regret depending on my team too much early on in my business.

Let me explain.

We had this insane...",230,1324,2025-12-26T11:36:03.357Z,5mo,41,18,0,77,#founder|#leadership|#team|#growth,,True,statement,neutral,False,low
7412092737082068994,https://www.linkedin.com/feed/update/urn:li:share:7411977728448655360,"This ex-Google founder built a AI tool used by 1 million Indians - without building an app.

His nam...",280,1639,2025-12-31T11:30:18.544Z,5mo,243,35,2,319,#ai|#startups|#founders,Siddharth Bhatia,True,hook,neutral,True,high
7419428756873924608,https://www.linkedin.com/feed/update/urn:li:share:7419428754109775877,"🚨 We’re Hiring: Head of Operations (India) | Media & Content Scale-Up

This is not a routine operati...",225,1483,2026-01-20T17:21:01.959Z,4mo,9,2,0,13,,,False,statement,neutral,False,low
7401584997360398336,https://www.linkedin.com/feed/update/urn:li:share:7401584995955298304,"I just spent ₹1.4 lakhs on a single AI course for my team.

Here's why I did it:

A lot of founders ...",224,1295,2025-12-02T11:36:18.170Z,6mo,86,22,0,130,#ai|#upskilling|#team|#leadership,,True,statement,analytical,False,medium
7392892915351629824,https://www.linkedin.com/feed/update/urn:li:share:7392892913032249344,"2 years ago, these IITians turned down jobs worth ₹4 crore/annum.
Now, they've just raised $61 milli...",350,2128,2025-11-08T11:57:04.328Z,6mo,395,19,4,445,#entrepreneurship|#risk|#IIT,Varun Vummadi|Esha Dinne,True,statement,neutral,False,high
